sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_id,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn,reviso,comentarios
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13953,,,,GNI,6363074.4,1018091.904,7381166.304,180000806,45362,,6363074.4,1018091.904,7381166.304,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13954,,,,GNI,156290.2,25006.432,181296.632,180000806,45362,,156290.2,25006.432,181296.632,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13955,,,,GNI,156049.67,24967.9472,181017.6172,180000806,45362,,156049.67,24967.9472,181017.6172,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14130,,,,GNI,306104.7,48976.752,355081.452,180001274,45393,,306104.7,48976.752,355081.452,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14128,,,,GNI,33810.7,5409.712,39220.412,180001274,45393,,33810.7,5409.712,39220.412,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14205,,,,GNI,59484052.6,9517448.416,69001501.02,180001274,45393,,59484052.6,9517448.416,69001501.02,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14206,,,,GNI,6812300.1,1089968.016,7902268.116,180001274,45393,,6812300.1,1089968.016,7902268.116,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2891,,,,GNI,-404464.1,-64714.256,-469178.356,180001274,45393,,-404464.1,-64714.256,-469178.356,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14207,,,,GNI,300375,48060,348435,180001274,45393,,300375,48060,348435,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14386,,,,GNI,51955570.41,8312891.265,60268461.67,180001766,45422,,51955570.41,8312891.265,60268461.67,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14387,,,,GNI,6679876.5,1068780.24,7748656.74,180001766,45422,,6679876.5,1068780.24,7748656.74,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2927,,,,GNI,-3801685.94,-608269.7504,-4409955.69,180001766,45422,,-3801685.94,-608269.7504,-4409955.69,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14388,,,,GNI,110790.12,17726.4192,128516.5392,180001766,45422,,110790.12,17726.4192,128516.5392,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14645,,,,GNI,82787865.92,13246058.55,96033924.47,180002488,45467,,82787865.92,13246058.55,96033924.47,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14646,,,,GNI,7211675.9,1153868.144,8365544.044,180002488,45467,,7211675.9,1153868.144,8365544.044,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14647,,,,GNI,54717.82,8754.8512,63472.6712,180002488,45467,,54717.82,8754.8512,63472.6712,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2969,,,,GNI,-1183311.68,-189329.8688,-1372641.549,180002488,45467,,-1183311.68,-189329.8688,-1372641.549,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14843,,,,GNI,101886358,16301817.28,118188175.3,180002814,45475,,101886358,16301817.28,118188175.3,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14844,,,,GNI,7614504.4,1218320.704,8832825.104,180002814,45475,,7614504.4,1218320.704,8832825.104,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14845,,,,GNI,649411.85,103905.896,753317.746,180002814,45475,,649411.85,103905.896,753317.746,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 3015,,,,GNI,-5729519.24,-916723.0784,-6646242.318,180002814,45475,,-5729519.24,-916723.0784,-6646242.318,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15086,,,,GNI,81788031.4,13086085.02,94874116.42,180003438,45512,,81788031.4,13086085.02,94874116.42,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15087,,,,GNI,7545854,1207336.64,8753190.64,180003438,45512,,7545854,1207336.64,8753190.64,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15088,,,,GNI,320489.23,51278.2768,371767.5068,180003438,45512,,320489.23,51278.2768,371767.5068,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 3041,,,,GNI,-1834320,-293491.2,-2127811.2,180003438,45512,,-1834320,-293491.2,-2127811.2,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15314,,,,GNI,89109830.71,14257572.91,103367403.6,180004017,45544,,89109830.71,14257572.91,103367403.6,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15315,,,,GNI,7887098.1,1261935.696,9149033.796,180004017,45544,,7887098.1,1261935.696,9149033.796,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15316,,,,GNI,2813860.731,450217.717,3264078.448,180004017,45544,,2813860.731,450217.717,3264078.448,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15317,,,,GNI,327056.81,52329.0896,379385.8996,180004017,45544,,327056.81,52329.0896,379385.8996,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15561,,,,GNI,97018893.7,15523022.99,112541916.7,180004570,45572,,97018893.7,15523022.99,112541916.7,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15562,,,,GNI,7545091.7,1207214.672,8752306.372,180004570,45572,,7545091.7,1207214.672,8752306.372,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15563,,,,GNI,136923.96,21907.8336,158831.7936,180004570,45572,,136923.96,21907.8336,158831.7936,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC-3111,,,,GNI,-183801.4,-29408.224,-213209.624,180004570,45572,,-183801.4,-29408.224,-213209.624,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15822,,,,GNI,102508825.8,16401412.13,118910237.9,180005387,45604,,102508825.8,16401412.13,118910237.9,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15823,,,,GNI,8045372.9,1287259.664,9332632.564,180005387,45604,,8045372.9,1287259.664,9332632.564,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 3153,,,,GNI,-5575246.12,-892039.3792,-6467285.499,180005387,45604,,-5575246.12,-892039.3792,-6467285.499,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15824,,,,GNI,117936.56,18869.8496,136806.4096,180005387,45604,,117936.56,18869.8496,136806.4096,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,16065,,,,GNI,87405475.3,13984876.05,101390351.3,180005987,45635,,87405475.3,13984876.05,101390351.3,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,16066,,,,GNI,7959785.1,1273565.616,9233350.716,180005987,45635,,7959785.1,1273565.616,9233350.716,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,16067,,,,GNI,3436539.84,549846.3744,3986386.214,180005987,45635,,3436539.84,549846.3744,3986386.214,cynthia,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,16068,,,,GNI,329449.15,52711.864,382161.014,180005987,45635,,329449.15,52711.864,382161.014,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13724,,,,CFT,13668642.77,2186982.843,15855625.61,180000322,45331,,13668642.77,2186982.843,15855625.61,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2875,,,,CFT,-2247445.851,-359591.3361,-2607037.187,180000922,45371,,-2247445.851,-359591.3361,-2607037.187,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13724,,,,CVT,1864806.758,298369.0813,2163175.839,180000322,45331,,1864806.758,298369.0813,2163175.839,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13724,,,,CVT,1527387.192,244381.9507,1771769.142,180000322,45331,,1527387.192,244381.9507,1771769.142,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2875,,,,CVT,-3916.527923,-626.6444677,-4543.172391,180000922,45371,,-3916.527923,-626.6444677,-4543.172391,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2875,,,,CVT,162458.0484,25993.28775,188451.3362,180000922,45371,,162458.0484,25993.28775,188451.3362,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13929,,,,CFT,11845625.95,1895300.153,13740926.11,180000760,45359,,11845625.95,1895300.153,13740926.11,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2914,,,,CFT,-2798317.644,-447730.8231,-3246048.467,180001386,45400,,-2798317.644,-447730.8231,-3246048.467,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13929,,,,CVT,1628947.919,260631.667,1889579.586,180000760,45359,,1628947.919,260631.667,1889579.586,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,13929,,,,CVT,1432562.985,229210.0776,1661773.062,180000760,45359,,1432562.985,229210.0776,1661773.062,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2914,,,,CVT,214292.8913,34286.8626,248579.7539,180001386,45400,,214292.8913,34286.8626,248579.7539,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC 2914,,,,CVT,-271346.8748,-43415.49997,-314762.3748,180001386,45400,,-271346.8748,-43415.49997,-314762.3748,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14139,,,,CFT,8046579.52,1287452.723,9334032.243,180001183,45391,,8046579.52,1287452.723,9334032.243,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14537,,,,CFT,1329430.45,212708.8721,1542139.323,180001871,45428,,1329430.45,212708.8721,1542139.323,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14139,,,,CVT,1585837.083,253733.9333,1839571.016,180001183,45391,,1585837.083,253733.9333,1839571.016,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14139,,,,CVT,962185.9604,153949.7537,1116135.714,180001183,45391,,962185.9604,153949.7537,1116135.714,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14537,,,,CVT,374701.557,59952.24913,434653.8062,180001871,45428,,374701.557,59952.24913,434653.8062,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14537,,,,CVT,80563.02957,12890.08473,93453.11431,180001871,45428,,80563.02957,12890.08473,93453.11431,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14447,,,,CFT,9965129.363,1594420.698,11559550.06,180001764,45422,,9965129.363,1594420.698,11559550.06,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC2996,,,,CFT,-572416.4295,-91586.62872,-664003.0582,180002645,45475,,-572416.4295,-91586.62872,-664003.0582,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14447,,,,CVT,2092881.157,334860.9851,2427742.142,180001764,45422,,2092881.157,334860.9851,2427742.142,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14447,,,,CVT,1116614.402,178658.3043,1295272.706,180001764,45422,,1116614.402,178658.3043,1295272.706,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC2996,,,,CVT,-204179.4142,-32668.70627,-236848.1205,180002645,45475,,-204179.4142,-32668.70627,-236848.1205,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,NC2996,,,,CVT,-479770.6329,-76763.30126,-556533.9342,180002645,45475,,-479770.6329,-76763.30126,-556533.9342,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14601,,,,CFT,10678616.72,1708578.675,12387195.39,180005353,45455,,10678616.72,1708578.675,12387195.39,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14601,,,,CVT,2541967.58,406714.8127,2948682.392,180005353,45455,,2541967.58,406714.8127,2948682.392,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14601,,,,CVT,1029785.187,164765.6299,1194550.816,180005353,45455,,1029785.187,164765.6299,1194550.816,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14951,,,,CFT,968607.0109,154977.1217,1123584.133,180003195,45498,,968607.0109,154977.1217,1123584.133,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14951,,,,CVT,-207071.5397,-33131.44635,-240202.986,180003195,45498,,-207071.5397,-33131.44635,-240202.986,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14951,,,,CVT,-242389.3366,-38782.29386,-281171.6305,180003195,45498,,-242389.3366,-38782.29386,-281171.6305,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14925,,,,CFT,9599603.517,1535936.563,11135540.08,180003195,45477,,9599603.517,1535936.563,11135540.08,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14925,,,,CVT,1825040.457,292006.4731,2117046.93,180003195,45477,,1825040.457,292006.4731,2117046.93,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,14925,,,,CVT,1222728.871,195636.6193,1418365.49,180003195,45477,,1222728.871,195636.6193,1418365.49,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15139,,,,CFT,1118630.986,178980.9577,1297611.943,180003487,45506,,1118630.986,178980.9577,1297611.943,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15139,,,,CVT,52753.80014,8440.608023,61194.40817,180003487,45506,,52753.80014,8440.608023,61194.40817,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15139,,,,CVT,10045.10002,1607.216002,11652.31602,180003487,45506,,10045.10002,1607.216002,11652.31602,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15062,,,,CFT,11661916.77,1865906.683,13527823.45,180003487,45513,,11661916.77,1865906.683,13527823.45,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15062,,,,CVT,1726576.079,276252.1726,2002828.251,180003487,45513,,1726576.079,276252.1726,2002828.251,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15062,,,,CVT,861394.6634,137823.1461,999217.8095,180003487,45513,,861394.6634,137823.1461,999217.8095,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15372,,,,CFT,942994.7204,150879.1553,1093873.876,180004099,45546,,942994.7204,150879.1553,1093873.876,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15372,,,,CVT,-166700.0186,-26672.00298,-193372.0216,180004099,45546,,-166700.0186,-26672.00298,-193372.0216,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15372,,,,CVT,15242.80663,2438.849061,17681.6557,180004099,45546,,15242.80663,2438.849061,17681.6557,cynthia,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,,,15294,,,,CFT,12765635.58,2042501.693,14808137.27,180004047,45545,,12765635.58,2042501.693,14808137.27,cynthia,
