id,created_at,archivo_origen,sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_id,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn,reviso,comentarios
9fc5e3c5-c4fe-4e24-8d34-0c7e20bc265d,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-023/2020,,483 FE,,,false,CVT,2119.32,339.09,2458.41,180000306,2020-02-12,18.765300,39769.66,6363.14,46132.80,,
4c5ae836-f9db-4182-b84d-47efd2de7912,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-024/2022,,819 FE,,,false,CFT,447053.49,71528.56,518582.05,180000306,2022-02-09,20.556200,9189720.95,1470355.35,10660076.30,,
3aaa43f4-0bf1-4fe6-8228-3b79e12c1270,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-023/2020,,485 FE,,,false,CVT,3108.30,497.33,3605.63,180000307,2020-02-13,18.765300,58328.21,9332.51,67660.73,,
c21bc941-38d1-44b5-b6b7-5598fb648dcd,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-024/2022,,823 FE,,,false,CVT,2645.18,423.23,3068.41,180000307,2022-02-09,20.556200,54374.85,8699.98,63074.82,,
7d8253f5-a151-46cd-8665-6788cdd04637,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1115 FE,,,false,CVT,2350.69,376.11,2726.80,180000307,2024-03-13,17.035700,40045.65,6407.30,46452.95,,
1c7b807e-d010-4f8f-83c5-65d53d3ea084,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-024/2022,,820 FE,,,false,CVT,2205.74,352.92,2558.66,180000308,2022-02-09,20.556200,45341.63,7254.66,52596.29,,
dd2194c1-99e8-48e4-8227-d6355ba657a6,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-023/2020,,486 FE,,,false,CVT,317.71,50.83,368.54,180000309,2020-02-13,18.765300,5961.87,953.90,6915.76,,
605feb94-06c5-4968-afb8-38cf509f31c9,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-024/2022,,824 FE,,,false,CVT,2520.09,403.21,2923.30,180000309,2022-02-09,20.556200,51803.47,8288.56,60092.03,,
e5f9d113-61d6-43dc-bc00-1d126f613de3,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1117 FE,,,false,CVT,3234.51,517.52,3752.03,180000309,2024-03-13,17.035700,55102.14,8816.34,63918.48,,
de620048-5546-4970-b78f-76ad1ce370a2,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-024/2022,,821 FE,,,false,CVT,108.58,17.37,125.95,180000310,2022-02-09,20.556200,2231.99,357.12,2589.11,,
aeb39bb9-26a5-4079-9a1b-bfe3ddf29452,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1118 FE,,,false,CVT,540.87,86.54,627.41,180000310,2024-03-13,17.035700,9214.10,1474.26,10688.35,,
ab2e1f97-3064-426f-b5c6-26225402e692,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1119 FE,,,false,CVT,4778.80,764.61,5543.41,180000311,2024-03-13,17.035700,81410.20,13025.63,94435.84,,
ea30ef9f-f952-4b92-825d-ab1083faea3e,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1120 FE,,,false,CVT,103.55,16.57,120.12,180000312,2024-02-09,17.035700,1764.05,282.25,2046.29,,
9634b694-3bb8-4a1e-83c6-c4bc54b54529,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2023,,969 FE,,,false,CFT,4722396.00,755583.36,5477979.36,180000329,2023-02-15,18.623200,87946125.19,14071380.03,102017505.22,,
1f23da55-dd52-4647-92cf-875d3224cc56,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-039/2023,,964 FE,,,false,CFT,447053.49,71528.56,518582.05,180000330,2023-02-15,18.623200,8325566.55,1332090.65,9657657.20,,
767e6e19-c15d-49d7-b2e2-ccbecedd2247,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2023,,966 FE,,,false,CVT,434.36,69.50,503.86,180000331,2023-02-15,18.623200,8089.17,1294.27,9383.44,,
3efe573f-5fbb-4eaa-8be0-2ecde7dbc4da,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2023,,965 FE,,,false,CVT,3682.36,589.18,4271.54,180000332,2023-02-15,18.623200,68577.33,10972.37,79549.70,,
0faf184c-ec02-4ef6-bf33-cc507307f7f2,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2023,,968 FE,,,false,CVT,2632.50,421.20,3053.70,180000333,2023-02-15,18.623200,49025.57,7844.09,56869.67,,
67d26fea-8f40-4b4a-a812-563277918cfa,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-039/2025,,1302 FE,,,false,CFT,447053.49,71528.56,518582.05,180000368,2024-12-19,20.512500,9170184.71,1467229.55,10637414.27,,
3a0c523b-5f2f-4ba9-830f-0be805c96bb0,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2025,,1303 FE,,,false,CFT,5540944.64,886551.14,6427495.78,180000369,2025-02-12,20.512500,113658626.93,18185380.31,131844007.24,,
f2b39240-de41-4d32-b066-f511e9d7a3b4,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2025,,1304 FE,,,false,CVT,3530.12,564.82,4094.94,180000370,2024-12-19,20.512500,72411.59,11585.85,83997.44,,
b65a0081-bb6f-4509-9d6b-7bcbe50aea36,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2025,,1305 FE,,,false,CVT,1977.41,316.39,2293.80,180000371,2024-12-19,20.512500,40561.62,6489.86,47051.48,,
023d3101-5e22-4118-83ea-d7a510f719dc,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2025,,1306 FE,,,false,CVT,8312.20,1329.95,9642.15,180000372,2024-12-19,20.512500,170504.00,27280.64,197784.64,,
32d885f3-ae77-4881-8daa-4ef0aa15c411,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-039/2025,,1307 FE,,,false,CVT,493.97,79.04,573.01,180000373,2024-12-19,20.512500,10132.56,1621.21,11753.77,,
8f4bbcf0-2c26-43d7-99d6-aee5ae8538c9,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-042/2021,,688 FE,,,false,CFT,4690913.36,750546.14,5441459.50,180000512,2021-03-10,20.475200,96047389.23,15367582.28,111414971.51,,
236e43f1-c37d-4a1e-917a-6a52d5330228,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-042/2021,,688 FE,,,false,CVT,1689.49,270.32,1959.81,180000514,2021-03-10,20.895700,35303.08,5648.49,40951.57,,
ef8d97a9-5090-4a46-85fd-d1da73adff41,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-042/2021,,685 FE,,,false,CFT,447053.49,71528.56,518582.05,180000515,2021-03-10,20.475200,9153509.62,1464561.54,10618071.16,,
3cc88135-ffca-4303-b30a-0bd3b27a4c80,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-042/2021,,686 FE,,,false,CVT,933.51,149.36,1082.87,180000516,2021-03-10,20.895600,19506.25,3121.00,22627.25,,
ff1f0d25-80e2-4c35-949c-d3b404b07b3a,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-042/2021,,687 FE,,,false,CVT,80.15,12.82,92.97,180000518,2021-03-10,20.895600,1674.78,267.97,1942.75,,
cf29585b-5365-44e4-9afc-dc2d8abefb39,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-042/2021,,689 FE,,,false,CVT,699.29,111.89,811.18,180000519,2021-03-10,20.895600,14612.08,2337.93,16950.02,,
92676a29-0d24-4e65-954d-d921aa5ea98d,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874933,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-045/2019,,377FE,,,false,CFT,4753878.64,760620.58,5514499.22,180000526,2019-03-11,19.522500,92807595.71,14849215.31,107656811.02,,
9d9dad22-fded-47a1-b2ac-f3969d53985e,2026-01-09 01:02:41.585115+00,,N000,A01,N306,7A13,453857,4326979,800832451,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-399/2017,,FE-233,,,false,CFT,4240081.96,678413.11,4918495.07,180000528,2017-11-13,19.090000,80943164.62,12950906.34,93894070.96,,
61ebb065-6931-4501-b2d9-3b768242fe12,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874975,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-045/2019,,378 FE,,,false,CFT,447053.49,71528.56,518582.05,180000528,2019-03-11,19.522500,8727601.79,1396416.29,10124018.07,,
2b45be04-eb85-4f0f-a29c-257680ec8111,2026-01-09 01:02:41.585115+00,,N000,A01,N306,7A13,453857,4326979,800832451,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-399/2017,,FE-233,,,false,CFT,419348.76,67095.80,486444.56,180000529,2017-11-13,19.090000,8005367.83,1280858.85,9286226.68,,
