fecha_compra,id_proveedor,id_central_generacion,id_combustible,id_unidad_medida,documento_referencia,linea_documento,cantidad,precio_unitario,importe_total,moneda,fuente,observaciones,es_activo,created_at,updated_at,created_by,archivo_origen,fecha_carga,usuario_carga
2018-06-11,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180611,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-12,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180612,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-13,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180613,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-14,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180614,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-15,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180615,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-16,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180616,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-17,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180617,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-18,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180618,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-19,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180619,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-20,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180620,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-21,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180621,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-22,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180622,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-23,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180623,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-24,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180624,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-25,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180625,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-26,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180626,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-27,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180627,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-28,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180628,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-29,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180629,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-06-30,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180630,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-01,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180701,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-02,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180702,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-03,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180703,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-04,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180704,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-05,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180705,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-06,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180706,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-07,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180707,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-08,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180708,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-09,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180709,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-10,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180710,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-11,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180711,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-12,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180712,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-13,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180713,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-14,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180714,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-15,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180715,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-16,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180716,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-17,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180717,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-18,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180718,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-19,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180719,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-20,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180720,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-21,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180721,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-22,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180722,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-23,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180723,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-24,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180724,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-25,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180725,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-26,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180726,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-27,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180727,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-28,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180728,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-29,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180729,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-30,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180730,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-07-31,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180731,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-01,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180801,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-02,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180802,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-03,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180803,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-04,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180804,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-05,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180805,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-06,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180806,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-07,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180807,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-08,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180808,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-09,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180809,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-10,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180810,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-11,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180811,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-12,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180812,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-13,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180813,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-14,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180814,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-15,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180815,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
2018-08-16,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,COMPRA-GN-SALT-20180816,1,0.0000,0.000000,0.00,MXN,respaldo_excel,Fila diaria de respaldo para compras de gas natural.,false,,,,compras_combustible.csv,,
